AirPort,City,AirID,X,Y,Z
William T. Piper Memorial Airport,Lock Haven,LHV,41.13560104,-77.42230225,556
Zelienople Municipal Airport,Zelienople,\N,40.80160141,-80.16069794,898
Lorain County Regional Airport,Lorain-Elyria,\N,41.34429932,-82.17759705,793
Burke Lakefront Airport,Cleveland,BKL,41.51750183,-81.6832962,583
Chautauqua County-Dunkirk Airport,Dunkirk,DKK,42.49330139,-79.27200317,693
South Jersey Regional Airport,Mount Holly,LLY,39.94290161,-74.84570313,53
Linden Airport,Linden,LDJ,40.61740112,-74.24459839,23
Tri State Steuben County Airport,Angola,ANQ,41.639702,-85.083504,995
Warsaw Municipal Airport,Warsaw,\N,41.27470016,-85.84010315,850
Van Wert County Airport,Van Wert,\N,40.86470032,-84.60939789,785
Brooks Field,Marshall,\N,42.25120163,-84.95549774,941
Genesee County Airport,Batavia,\N,43.03170013,-78.16760254,914
Clearwater Air Park,Clearwater,CLW,27.97669983,-82.75869751,71
Chicago Meigs Airport,Chicago,CGX,41.85879898,-87.60790253,593
Pickens County Airport,Jasper,\N,34.45339966,-84.45739746,1535
Grand Strand Airport,North Myrtle Beach,CRE,33.81169891,-78.72389984,32
Lansing Municipal Airport,Lansing,\N,41.53490067,-87.52950287,620
Ramona Airport,Ramona,\N,33.0392,-116.915001,1395
Branch County Memorial Airport,Coldwater,\N,41.9333992,-85.05259705,959
Wilkes Barre Wyoming Valley Airport,Wilkes-Barre,WBW,41.29719925,-75.85119629,545
Willoughby Lost Nation Municipal Airport,Willoughby,LNN,41.68399811,-81.38970184,626
Capital City Airport,Frankfort,FFT,38.18249893,-84.90470123,806
Auburn Lewiston Municipal Airport,Lewiston,LEW,44.04850006,-70.28350067,288
Bloyer Field,Tomah,\N,43.97499847,-90.48349762,966
Marco Island Executive Airport,Marco Island Airport,MRK,25.995001,-81.672501,5
Drummond Island Airport,Drummond Island,DRE,46.00930023,-83.74389648,668
Gladwin Zettel Memorial Airport,Gladwin,GDW,43.97060013,-84.47499847,776
South Haven Area Regional Airport,South Haven,\N,42.3512001,-86.25569916,666
Marshfield Municipal Airport,Marshfield,MFI,44.63690186,-90.18930054,1277
Alexander Field South Wood County Airport,Wisconsin Rapids,ISW,44.36029816,-89.83899689,1021
Clinton Municipal Airport,Clinton,CWI,41.83110046,-90.32910156,708
Beverly Municipal Airport,Beverly,BVY,42.58420181,-70.91649628,107
Poplar Bluff Municipal Airport,Poplar Bluff,POF,36.77389908,-90.32489777,331
Somerset Airport,Somerville,\N,40.62599945,-74.67019653,105
Eastport Municipal Airport,Eastport,\N,44.91009903,-67.01270294,45
Keokuk Municipal Airport,Keokuk,EOK,40.4598999,-91.42849731,671
St Paul Downtown Holman Field,St. Paul,STP,44.93450165,-93.05999756,705
Oconomowoc Airport,Oconomowoc,\N,43.13890076,-88.47229767,885
Butler Co Regional Airport - Hogan Field,Hamilton,HAO,39.36380005,-84.52200317,633
Fond du Lac County Airport,Fond du Lac,FLD,43.77119827,-88.48840332,808
Waupaca Municipal Airport,Waupaca,\N,44.33330154,-89.01979828,840
Stevens Point Municipal Airport,Stevens Point,STE,44.54520035,-89.53029633,1110
Luce County Airport,Newberry,\N,46.31119919,-85.45729828,869
Galion Municipal Airport,Galion,GQQ,40.7533989,-82.72380066,1224
Clarksvilleâ€“Montgomery County Regional Airport,Clarksville,CKV,36.62189865,-87.41500092,550
Lompoc Airport,Lompoc,LPC,34.66559982,-120.4680023,88
Chester County G O Carlson Airport,Coatesville,CTH,39.97900009,-75.8655014,660
Lake Placid Airport,Lake Placid,LKP,44.26449966,-73.9618988,1747
Lima Allen County Airport,Lima,AOH,40.706902,-84.026703,975
Malcolm McKinnon Airport,Brunswick,SSI,31.15180016,-81.39129639,19
Beaver County Airport,Beaver Falls,BFP,40.77249908,-80.3914032,1253
Georgetown County Airport,Georgetown,GGE,33.31169891,-79.31960297,39
Hardwick Field,Cleveland,HDI,35.2201004,-84.83239746,874
Renton Municipal Airport,Renton,RNT,47.49309921,-122.2160034,32
Brackett Field,La Verne,POC,34.09159851,-117.7819977,1011
Cross City Airport,Cross City,CTY,29.63549995,-83.10479736,42
Oconee County Regional Airport,Clemson,CEU,34.6719017,-82.8864975,892
Beech Factory Airport,Wichita,BEC,37.69449997,-97.21499634,1408
Tom B. David Field,Calhoun,\N,34.45539856,-84.93920135,647
Habersham County Airport,Cornelia,\N,34.49990082,-83.55670166,1448
Georgetown Municipal Airport,Georgetown,\N,30.67880058,-97.67939758,790
Old Rhinebeck Airport,Rhinebeck,\N,41.9715004,-73.86289978,323
Sidney Municipal-Lloyd W Carr Field,Sidney,SNY,41.10129929,-102.9850006,4313
Kalaeloa Airport,Kapolei,JRF,21.3074,-158.070009,30
Iosco County Airport,East Tawas,ECA,44.312801,-83.422302,606
Madison County Executive Airport-Tom Sharp Jr Field,Huntsville,\N,34.8614006,-86.55750275,756
Leesburg Executive Airport,Leesburg,\N,39.077999,-77.557503,389
Anoka County-Blaine (Janes Field) Airport,Anoka,\N,45.145,-93.211401,912
Williamson Sodus Airport,Williamson,\N,43.234699,-77.121,424
Boulder Municipal Airport,Boulder,WBU,40.03939819,-105.2259979,5288
Palo Alto Airport of Santa Clara County,Palo Alto,PAO,37.46110153,-122.1149979,4
Falcon Field,Mesa,MSC,33.46080017,-111.7279968,1394
Coolidge Municipal Airport,Cooldige,\N,32.93590164,-111.427002,1574
Cottonwood Airport,Cottonwood,\N,34.72999954,-112.0350037,3550
Ak-Chin Regional Airport,Phoenix,\N,32.990806,-111.918528,1300
Wickenburg Municipal Airport,Wickenburg,\N,33.96889877,-112.7990036,2377
Oakland County International Airport,Pontiac,PTK,42.66550064,-83.42009735,980
Dillant Hopkins Airport,Keene,EEN,42.89839935,-72.27079773,488
Glasgow Industrial Airport,Glasgow,\N,48.42110062,-106.5279999,2762
Iowa City Municipal Airport,Iowa City,IOW,41.6391983,-91.54650116,668
Windom Municipal Airport,Windom,\N,43.91339874,-95.10939789,1410
Longview Ranch Airport,Longview,\N,44.6617012,-119.6520004,2080
Lee Airport,Annapolis,ANP,38.942902,-76.568398,34
Pecos Municipal Airport,Pecos,PEQ,31.38240051,-103.5110016,2613
Hattiesburg Bobby L Chain Municipal Airport,Hattiesburg,HBG,31.26479912,-89.25279999,151
Chan Gurney Municipal Airport,Yankton,YKN,42.91669846,-97.3859024,1306
Hayward Executive Airport,Hayward,HWD,37.65919876,-122.1220016,52
Ann Arbor Municipal Airport,Ann Arbor,ARB,42.22299957,-83.74559784,839
Henry County Airport,Hampton,\N,33.389099,-84.332397,874
Alameda Naval Air Station,Alameda,NGZ,37.78889847,-122.3199997,10
Comarapa Airport,Salt Lake City,\N,-17.91360092,-64.51779938,6186
Immokalee Regional Airport,Immokalee ,IMM,26.43320084,-81.40100098,37
Rancho San Simeon Airport,Cambria,\N,35.60770035,-121.1100006,320
Dinwiddie County Airport,Petersburg,PTB,37.18379974,-77.50740051,193
Sheboygan County Memorial Airport,Sheboygan,SBM,43.76959991,-87.85140228,755
Pinal Airpark,Marana,MZJ,32.51060104,-111.3280029,1893
Glendale Municipal Airport,Glendale,\N,33.52690125,-112.2949982,1071
Safford Regional Airport,Safford,SAD,32.85480118,-109.6350021,3179
Sikeston Memorial Municipal Airport,Sikeston,SIK,36.89889908,-89.5617981,315
Floyd Bennett Memorial Airport,Queensbury,GFL,43.34120178,-73.61029816,328
Saratoga County Airport,Ballston Spa,\N,43.05130005,-73.86119843,434
Crystal River Airport,Crystal River,\N,28.86730003,-82.57129669,9
Martin State Airport,Baltimore,MTN,39.325699,-76.413803,21
Lincoln Regional Karl Harder Field,Lincoln,\N,38.90919876,-121.3509979,121
Fostoria Metropolitan Airport,Fostoria,\N,41.19079971,-83.39450073,752
Eastern Slopes Regional Airport,Fryeburg,FRY,43.99110031,-70.94789886,454
Coral Creek Airport,Placida,\N,26.85449982,-82.25119781,4
Lakefront Airport,New Orleans,NEW,30.04240036,-90.02829742,8
Coeur D'Alene - Pappy Boyington Field,Coeur d'Alene,COE,47.77429962,-116.8199997,2320
Beaumont Municipal Airport,Beaumont,BMT,30.07069969,-94.21579742,32
Vermilion Regional Airport,Danville,DNV,40.19919968,-87.59590149,697
Space Coast Regional Airport,Titusville,TIX,28.51479912,-80.79920197,34
Andrau Airpark,Houston,AAP,29.72249985,-95.58830261,79
Flying Cloud Airport,Eden Prairie,FCM,44.82720184,-93.45709991,906
Johnson County Executive Airport,Olathe,OJC,38.84759903,-94.73760223,1096
Brandywine Airport,West Goshen Township,\N,39.99010086,-75.58190155,466
Manassas Regional Airport/Harry P. Davis Field,Manassas,MNZ,38.72140121,-77.51540375,192
Texas Gulf Coast Regional Airport,Angleton,LJN,29.10860062,-95.46209717,25
Shelby County Airport,Shelbyville,\N,39.41040039,-88.84539795,618
Enumclaw Airport,Enumclaw,\N,47.1957016,-122.0220032,738
Port Alsworth Airport,Port alsworth,PTA,60.201681,-154.325863,280
Fairfield County Airport,Winnsboro,\N,34.31549835,-81.1088028,577
Skyhaven Airport,Rochester,\N,43.28409958,-70.9292984,322
Newton City-County Airport,Newton,EWK,38.05820084,-97.27449799,1533
TaszÃ¡r Air Base,Columbus,TZR,46.39310074,17.91749954,531
Fort Bridger Airport,Fort Bridger,FBR,41.39189911,-110.4069977,7034
Prosser Airport,Prosser,\N,46.21340179,-119.7910004,697
Chehalis Centralia Airport,Chehalis,CLS,46.67699814,-122.9830017,176
Desert Aire Regional Airport,Mattawa,\N,46.687401,-119.920998,586
Evanston-Uinta County Airport-Burns Field,Evanston,EVW,41.27479935,-111.0350037,7143
Sabetha Municipal Airport,Sabetha,\N,39.90420151,-95.77940369,1330
Mt Pleasant Regional-Faison field,Mount Pleasant,\N,32.89780045,-79.78289795,12
Jimmy Carter Regional Airport,Americus,\N,32.110802,-84.188904,468
Weedon Field,Eufala,EUF,31.95129967,-85.12889862,285
Saluda County Airport,Saluda,\N,33.92679977,-81.79460144,555
Dare County Regional Airport,Manteo,MEO,35.91899872,-75.69550323,13
Auburn University Regional Airport,Auburn,AUO,32.615101,-85.433998,777
Tri Cities Airport,Endicott,\N,42.078499,-76.096296,833
Bessemer Airport,Bessemer,\N,33.31290054,-86.92590332,700
Colorado Springs East Airport,Ellicott,\N,38.87440109,-104.4100037,6145
Crystal Airport,Crystal,\N,45.06200027,-93.35389709,869
Clarke County Airport,Quitman,\N,32.0849,-88.738897,320
W H 'Bud' Barron Airport,Dublin,DBN,32.56439972,-82.98529816,309
Corvallis Municipal Airport,Corvallis,CVO,44.49720001,-123.2900009,250
El Almendro Airport,Scranton,\N,-35.96055603,-71.79333496,486
San Agustin Airport,Morristown,\N,10.0666666,-84.8833313,66
Ogden Hinckley Airport,Ogden,OGD,41.19589996,-112.012001,4473
Robert S Kerr Airport,Poteau,\N,35.02159882,-94.62129974,451
Colorado Plains Regional Airport,Akron,AKO,40.17559814,-103.2220001,4714
Sanderson Field,Shelton,SHN,47.23360062,-123.1480026,273
Napakiak Airport,Napakiak,WNA,60.69029999,-161.9790039,17
Napaskiak Airport,Napaskiak,PKA,60.70289993,-161.7779999,24
Tok Airport,Tok,\N,63.303333,-143.001111,1670
Causey Airport,Liberty,\N,35.91180038,-79.61759949,723
Doylestown Airport,Doylestown,DYL,40.33300018,-75.12229919,394
Warren Field,Washington,OCW,35.57049942,-77.04979706,38
Hyde County Airport,Engelhard,\N,35.56240082,-75.9552002,8
Stillwater Regional Airport,Stillwater,SWO,36.16120148,-97.08570099,1000
Okmulgee Regional Airport,Okmulgee,OKM,35.66809845,-95.94869995,720
Cushing Municipal Airport,Cushing,CUH,35.94990158,-96.77310181,916
Clinton Sherman Airport,Clinton,CSM,35.33980179,-99.20050049,1922
Strother Field,Winfield,WLD,37.16859818,-97.03759766,1160
Wiley Post Airport,Oklahoma City,PWA,35.53419876,-97.64710236,1300
Shreveport Downtown Airport,Shreveport,DTN,32.54019928,-93.74500275,179
Stephenville Clark Regional Airport,Stephenville,SEP,32.21530151,-98.17769623,1321
Perry Municipal Airport,Perry,\N,36.38560104,-97.27719879,1002
Hamilton Municipal Airport,Hamilton,\N,31.66589928,-98.14859772,1299
Ada Regional Airport,Ada,ADT,34.804298,-96.671303,1016
Mesquite Metro Airport,Misquite,\N,32.74700165,-96.53040314,447
Denton Municipal Airport,Denton,\N,33.20069885,-97.19799805,642
Austin Executive Airport,Austin,\N,30.3974931,-97.5663935,620
Lago Vista Tx Rusty Allen Airport,Lago Vista,\N,30.49860001,-97.96949768,1231
Brenham Municipal Airport,Brenham,\N,30.21899986,-96.3742981,307
Lakeway Airpark,Lakeway,\N,30.35750008,-97.99449921,909
Iraan Municipal Airport,Iraan,IRB,30.90570068,-101.8919983,2200
Kestrel Airpark,San Antonio,\N,29.81270027,-98.4253006,1250
Wilkes County Airport,North Wilkesboro,IKB,36.22280121,-81.09829712,1301
Charleston Executive Airport,Charleston,\N,32.70090103,-80.00289917,17
Danville Regional Airport,Danville,DAN,36.57289886,-79.33609772,571
Brookneal/Campbell County Airport,Brookneal,\N,37.14170074,-79.0164032,596
Cheraw Municipal Airport/Lynch Bellinger Field,Cheraw,HCW,34.71289825,-79.95700073,239
Wauchula Municipal Airport,Wuchula,\N,27.51490021,-81.88050079,106
Conway Horry County Airport,Conway,\N,33.82849884,-79.12220001,35
Asheboro Regional Airport,Asheboro,\N,35.65449905,-79.8946991,671
Henderson Field,Wallace,\N,34.71789932,-78.00360107,39
Emporia Greensville Regional Airport,Emporia,\N,36.68690109,-77.48280334,127
San Gabriel Valley Airport,El Monte,EMT,34.086102,-118.035004,296
Kee Field,Pineville,\N,37.60039902,-81.55930328,1783
Stinson Municipal Airport,Stinson,SSF,29.33699989,-98.47109985,577
Sallisaw Municipal Airport,Sallisaw,\N,35.4382019,-94.80280304,527
Jasper County Airport-Bell Field,Jasper,JAS,30.88570023,-94.03489685,213
El Dorado Springs Memorial Airport,El dorado springs,\N,37.8567009,-93.99909973,931
Marfa Municipal Airport,Marfa,MRF,30.371099,-104.017997,4849
Alpine Casparis Municipal Airport,Alpine,ALE,30.38419914,-103.6839981,4515
Cable Airport,Upland,CCB,34.11159897,-117.6880035,1444
Mount Sterling Montgomery County Airport,Mount Sterling,\N,38.05810165,-83.979599,1019
Elkhart Municipal Airport,Elkhart,EKI,41.7193985,-86.00319672,778
Nappanee Municipal Airport,Nappanee ,\N,41.44620132,-85.93479919,860
Jim Hamilton L.B. Owens Airport,Columbia,CUB,33.97050095,-80.99520111,193
Grove Municipal Airport,Grove,\N,36.60680008,-94.73860168,831
Mc Pherson Airport,Mc Pherson,\N,38.35240173,-97.69129944,1498
Donaldson Field Airport,Greenville,GDC,34.758301,-82.376404,955
Perry Houston County Airport,Perry,\N,32.51060104,-83.76730347,418
Hartsville Regional Airport,Hartsville,HVS,34.40309906,-80.11920166,364
Horace Williams Airport,Chapel Hill,\N,35.935001,-79.065902,512
Brunswick County Airport,Oak Island,\N,33.9292984,-78.07499695,24
Chesterfield County Airport,Richmond,\N,37.40650177,-77.52500153,236
Henderson Oxford Airport,Oxford,\N,36.36159897,-78.52919769,526
Leesburg International Airport,Leesburg,LEE,28.82309914,-81.80870056,76
Chino Airport,Chino,CNO,33.97470093,-117.637001,650
Madison County Airport,London,\N,39.93270111,-83.46199799,1082
Paso Robles Municipal Airport,Paso Robles,PRB,35.67290115,-120.6269989,840
Half Moon Bay Airport,Half Moon Bay,HAF,37.51340103,-122.5009995,66
General WM J Fox Airfield,Lancaster,WJF,34.74110031,-118.2190018,2351
Person County Airport,Roxboro,\N,36.28490067,-78.98419952,609
Talladega Municipal Airport,Talladega,ASN,33.56990051,-86.05090332,529
Greenville Downtown Airport,Greenville,GMU,34.84790039,-82.34999847,1048
Mankato Regional Airport,Mankato,\N,44.22159958,-93.91870117,1021
Troy Municipal Airport at N Kenneth Campbell Field,Troy,TOI,31.860399,-86.012101,398
Merkel Field Sylacauga Municipal Airport,Sylacauga,\N,33.17179871,-86.30549622,569
Enterprise Municipal Airport,Enterprise,ETS,31.29969978,-85.89990234,361
Ryan Field,Tucson,\N,32.14220047,-111.1750031,2417
Thomas C Russell Field,Alexander City,ALX,32.91469955,-85.96299744,686
Meriden Markham Municipal Airport,Meriden,\N,41.50870132,-72.82949829,103
Ridgely Airpark,Ridgely,\N,38.9701004,-75.86630249,64
New Castle Henry Co. Municipal Airport,New Castle,\N,39.87590027,-85.32649994,1088
Scott City Municipal Airport,Scott City,\N,38.47430038,-100.8850021,2963
Brewster Field,Holdredge,HDE,40.452099,-99.336502,2313
Pratt Regional Airport,Pratt,PTT,37.70159912,-98.74690247,1953
Wahoo Municipal Airport,Wahoo,\N,41.24129868,-96.59400177,1224
Jim Kelly Field,Lexington,LXN,40.79100037,-99.77729797,2413
Sublette Municipal Airport,Sublette,\N,37.49140167,-100.8300018,2908
Council Bluffs Municipal Airport,Council Bluffs,CBF,41.25920105,-95.76059723,1253
Kokomo Municipal Airport,Kokomo,OKK,40.52819824,-86.05899811,830
Neodesha Municipal Airport,Neodesha,\N,37.4353981,-95.64610291,841
King Ranch Airport,Sutton,\N,61.79560089,-148.3549957,1350
Elkhart Morton County Airport,Elkhart,\N,37.000702,-101.879997,3622
Front Range Airport,Denver,\N,39.78530121,-104.5429993,5512
Galesburg Municipal Airport,Galesburg,GBG,40.93799973,-90.43109894,764
Guymon Municipal Airport,Guymon,GUY,36.68510056,-101.5080032,3123
Meade Municipal Airport,Meade,\N,37.27690125,-100.3560028,2529
Turkey Mountain Estates Airport,Shell Knob,\N,36.59170151,-93.66690063,1000
Ulysses Airport,Ulysses,\N,37.60400009,-101.3740005,3071
Flagler Aerial Spraying Inc Airport,Flagler,\N,39.27999878,-103.0670013,4945
Independence Municipal Airport,Independence,IDP,37.15840149,-95.77839661,825
Augusta Municipal Airport,Augusta,\N,37.67160034,-97.07790375,1328
Larned Pawnee County Airport,Larned,\N,38.20859909,-99.08599854,2012
Lampasas Airport,Lampasas,\N,31.10619926,-98.19589996,1215
Bay City Municipal Airport,Bay City,BBC,28.97330093,-95.8635025,45
Cox Field,Paris,PRX,33.63660049,-95.45079803,547
Coffeyville Municipal Airport,Coffeyville,CFV,37.09400177,-95.57189941,754
The Farm Airport,Summit,\N,33.93579865,-81.42970276,580
Greeleyâ€“Weld County Airport,Greeley,GXY,40.43740082,-104.6330032,4697
General Dewitt Spain Airport,Memphis,\N,35.20069885,-90.05400085,225
Oryol Yuzhny Airport,Oakley,OEL,52.93470001,36.00220108,656
Fremont Municipal Airport,Fremont,FET,41.44910049,-96.52020264,1204
La Grande/Union County Airport,La Grande,LGD,45.29019928,-118.0070038,2717
Pocono Mountains Municipal Airport,Mount Pocono,MPO,41.137503,-75.378897,1915
Quakertown Airport,Quakertown,UKT,40.43519974,-75.38189697,526
Banning Municipal Airport,Banning,BNG,33.92309952,-116.8509979,2219
Karl Stefan Memorial Airport,Norfolk  Nebraska,OFK,41.98550034,-97.43509674,1573
Arlington Municipal Airport,Arlington,\N,48.16070175,-122.1589966,142
Peter O Knight Airport,Tampa,TPF,27.91559982,-82.44930267,8
Montauk Airport,Montauk,MTP,41.0765,-71.920797,6
Porter County Municipal Airport,Valparaiso IN,VPZ,41.45399857,-87.00710297,770
Mason County Airport,Ludington,LDM,43.96250153,-86.40789795,646
Reid-Hillview Airport of Santa Clara County,San Jose,RHV,37.332901,-121.8190002,135
Camarillo Airport,Camarillo - CA,\N,34.21369934,-119.0940018,77
Watsonville Municipal Airport,Watsonville,WVI,36.93569946,-121.7900009,163
Hollister Municipal Airport,Hollister,HLI,36.8932991,-121.4100037,230
Williamsburg Jamestown Airport,Williamsburg,\N,37.23920059,-76.7161026,49
Union County Airport,Marysville,\N,40.22470093,-83.35160065,1021
St Louis Regional Airport,Alton/St Louis,ALN,38.89030075,-90.04599762,544
Chandler Field,Alexandria,AXN,45.86629868,-95.3946991,1425
Columbus Municipal Airport,Columbus,CLU,39.26190186,-85.89630127,656
Curtis Field,Brady,BBD,31.17930031,-99.32389832,1827
Eastern Sierra Regional Airport,Bishop,BIH,37.37310028,-118.3639984,4124
Baker City Municipal Airport,Baker City,BKE,44.83729935,-117.8089981,3373
Miley Memorial Field,Big Piney,BPI,42.58509827,-110.1110001,6990
Ozark Regional Airport,Mountain Home,WMH,36.3689003,-92.47049713,928
W K Kellogg Airport,Battle Creek,BTL,42.30730057,-85.25150299,952
Burley Municipal Airport,Burley,BYI,42.54259872,-113.7720032,4150
Northeast Iowa Regional Airport,Charles City,CCY,43.07260132,-92.6108017,1125
Chanute Martin Johnson Airport,Chanute,CNU,37.66880035,-95.48509979,1002
Jacksonville Executive at Craig Airport,Jacksonville,CRG,30.3362999,-81.51439667,41
Crossville Memorial Whitson Field,Crossville,CSV,35.95130157,-85.08499908,1881
Davison Army Air Field,Fort Belvoir,DAA,38.71500015,-77.18099976,73
Barstow Daggett Airport,Daggett,DAG,34.85369873,-116.7870026,1930
Deming Municipal Airport,Deming,DMN,32.26229858,-107.7210007,4314
Desert Rock Airport,Mercury,DRA,36.6194,-116.032997,3314
Needles Airport,Needles,EED,34.7663002,-114.6230011,983
Duke Field,Crestview,EGI,30.65040016,-86.52290344,191
Murray Field,Eureka,EKA,40.80339813,-124.112999,7
San Marcos Regional Airport,San Marcos,\N,29.8927,-97.862999,597
Sawyer County Airport,Hayward,HYR,46.02519989,-91.44429779,1216
Kimble County Airport,Junction,JCT,30.51129913,-99.7634964,1749
Monticello Municipal Ellis Field,Monticello,\N,33.6385994,-91.75099945,270
Derby Field,Lovelock,LOL,40.06639862,-118.5650024,3904
Mobridge Municipal Airport,Mobridge,MBG,45.54650116,-100.4079971,1716
Mc Comb/Pike County Airport/John E Lewis Field,Mc Comb,MCB,31.17849922,-90.47190094,413
Southern Illinois Airport,Carbondale/Murphysboro,MDH,37.77809906,-89.2519989,411
Mc Entire Joint National Guard Base,Eastover,MMT,33.92079926,-80.80130005,254
Brunswick Executive Airport,Brunswick,NHZ,43.89220047,-69.93859863,72
Naval Station Mayport (Admiral David L. Mcdonald Field),Mayport,NRB,30.39109993,-81.42469788,15
Orangeburg Municipal Airport,Orangeburg,OGB,33.45679855,-80.85949707,195
Columbus Municipal Airport,Columbus,\N,41.44800186,-97.34259796,1447
Ottumwa Regional Airport,Ottumwa,OTM,41.10660172,-92.44789886,845
Cairns AAF (Fort Rucker) Air Field,Fort Rucker/Ozark,OZR,31.27569962,-85.71340179,301
Ralph Wenz Field,Pinedale,PWY,42.79550171,-109.8069992,7102
Dutchess County Airport,Poughkeepsie,POU,41.62659836,-73.88420105,165
New Richmond Regional Airport,New Richmond,\N,45.14830017,-92.5381012,998
Russell Municipal Airport,Russell,RSL,38.87210083,-98.8117981,1862
Redwood Falls Municipal Airport,Redwood Falls,RWF,44.54719925,-95.08229828,1024
Salinas Municipal Airport,Salinas,SNS,36.66279984,-121.6060028,85
Sonora Municipal Airport,Sonora,\N,30.58569908,-100.6490021,2140
Saline County Regional Airport,Benton,\N,34.59059906,-92.47940063,390
Tonopah Airport,Tonopah,TPH,38.06019974,-117.086998,5430
Aurora State Airport,Aurora,\N,45.24710083,-122.7699966,200
Ukiah Municipal Airport,Ukiah,UKI,39.12599945,-123.2009964,614
University Oxford Airport,Oxford,UOX,34.38430023,-89.53679657,452
Huntsville Regional Airport,Huntsville,HTV,30.74690056,-95.58719635,363
Miller Field,Valentine,VTN,42.85779953,-100.5479965,2596
Winnemucca Municipal Airport,Winnemucca,WMC,40.89659882,-117.8059998,4308
West Woodward Airport,Woodward,WWR,36.438,-99.5226667,2189
Cape Canaveral AFS Skid Strip,Cocoa Beach,\N,28.46759987,-80.56659698,10
Homey (Area 51) Airport,Groom Lake,\N,37.23500061,-115.810997,4462
Zanesville Municipal Airport,Zanesville,ZZV,39.94440079,-81.89209747,900
Nenana Municipal Airport,Nenana,ENN,64.54730225,-149.0740051,362
Wasilla Airport,Wasilla,WWA,61.57170105,-149.5399933,354
Tracy Municipal Airport,Tracy,\N,37.68899918,-121.4420013,193
Bolton Field,Columbus,\N,39.90119934,-83.13690186,905
Skagit Regional Airport,Skagit,MVW,48.47090149,-122.4209976,144
Marion County Brown Field,Jasper,APT,35.060699,-85.585297,641
Evergreen Regional Airport/Middleton Field,Evergreen,\N,31.4158,-87.043999,259
Pryor Field Regional Airport,Decatur,DCU,34.65269852,-86.94539642,592
Glasgow Municipal Airport,Glasgow,GLW,37.03179932,-85.9536972,716
Danielson Airport,Danielson,\N,41.81969833,-71.90100098,238
Clearfield Lawrence Airport,Clearfield,\N,41.04859924,-78.4131012,1516
Jasper County Airport,Rensselaer,RNZ,40.94789886,-87.18260193,698
Statesboro Bulloch County Airport,Statesboro,TBR,32.48270035,-81.73690033,187
New Smyrna Beach Municipal Airport,New Smyrna Beach,\N,29.0557003,-80.94889832,10
Las Vegas Helicopters Heliport,Las vegas,\N,36.10810089,-115.1740036,2133
Iowa County Airport,MINERAL POINT,\N,42.886799,-90.236198,1171
West Bend Municipal Airport,WEST BEND,ETB,43.42219925,-88.12789917,887
Gaylord Regional Airport,GAYLORD,GLR,45.01350021,-84.70359802,1328
Anderson Municipal Darlington Field,ANDERSON,AID,40.10860062,-85.61299896,919
Prairie Du Chien Municipal Airport,Prairie du Chien,PCD,43.01929855,-91.123703,661
Air Orlando Heliport,Orlando,\N,28.43560028,-81.47309875,120
Stanly County Airport,Albemarle,\N,35.41669846,-80.15080261,609
Davidson County Airport,Lexington,\N,35.78110123,-80.30380249,733
Windwood Fly-In Resort Airport,Davis,\N,39.05509949,-79.43139648,3210
Lathan Strip,Mocksville,\N,34.87630081,-80.61920166,575
Double Eagle II Airport,Albuquerque,\N,35.14519882,-106.7949982,5837
Socorro Municipal Airport,Socorro,\N,34.02249908,-106.9029999,4875
Bentonville Municipal-Louise M Thaden Field,Bentonville,\N,36.34569931,-94.21929932,1296
Blue Ridge Airport,Martinsville,\N,36.63069916,-80.01830292,941
Mount Airy Surry County Airport,Mount Airy,\N,36.45970154,-80.5530014,1249
Taos Regional Airport,Taos,TSM,36.45819855,-105.6719971,7095
Raton Municipal-Crews Field,Raton,RTN,36.74150085,-104.5019989,6352
Rusk County Airport,Ladysmith,\N,45.49679947,-91.00050354,1238
Perry Lefors Field,Pampa,PPA,35.61299896,-100.9960022,3245
William R. Pogue Municipal Airport,Sand Springs,\N,36.1753006,-96.15180206,892
Marion County Regional Airport,Flippin,FLP,36.29090118,-92.59030151,719
Hutchinson County Airport,Borger,BGD,35.70090103,-101.3939972,3055
Santa Ynez Airport,Santa Ynez,SQA,34.60680008,-120.0759964,674
Spartanburg Downtown Memorial Airport,Spartangurg,SPA,34.91569901,-81.95649719,801
Tri-City Airport,Parsons,PPF,37.32989883,-95.5062027,900
Waycross Ware County Airport,Waycross,AYS,31.24909973,-82.39550018,142
Mid-State Regional Airport,Philipsburg,\N,40.88439941,-78.08730316,1948
Greater Portsmouth Regional Airport,Portsmouth,PMH,38.84049988,-82.84729767,663
Camilla Mitchell County Airport,Camilla,\N,31.21290016,-84.23680115,175
Clarks Point Airport,Clarks Point,CLP,58.83369827,-158.529007,80
Sandpoint Airport,Sandpoint,\N,48.29949951,-116.5599976,2131
Oakland Troy Airport,Troy,\N,42.54290009,-83.17790222,727
Red Dog Airport,Red Dog,RDB,68.03209686,-162.8990021,969
Frankfort Dow Memorial Field,Frankfort,\N,44.62519836,-86.20079803,633
Cheboygan County Airport,Cheboygan,\N,45.65370178,-84.51930237,639
John C Tune Airport,Nashville,\N,36.18239975,-86.88670349,495
Denali Airport,McKinley Park,\N,63.64509964,-148.7980042,2050
Potomac Airpark,Berkeley Springs,\N,39.69260025,-78.16609955,412
Stennis International Airport,Bay St. Louis,\N,30.36779976,-89.45459747,23
